image_id,file_name,split,damage_count,total_damage_area,dominant_damage,has_dent,has_scratch,has_crack,has_glass_shatter,has_lamp_broken,has_tire_flat
1430,001430.jpg,train2017,1,584825.0,glass shatter,0,0,0,1,0,0
1432,001432.jpg,train2017,3,21026.0,dent,1,0,0,0,0,0
1433,001433.jpg,train2017,1,5923.0,crack,0,0,1,0,0,0
1434,001434.jpg,train2017,2,162488.0,tire flat,0,0,1,0,0,1
1435,001435.jpg,train2017,4,278674.0,dent,1,1,0,0,0,0
1436,001436.jpg,train2017,4,358202.0,dent,1,1,0,0,0,0
1438,001438.jpg,train2017,1,137115.0,tire flat,0,0,0,0,0,1
1439,001439.jpg,train2017,1,169830.0,tire flat,0,0,0,0,0,1
1441,001441.jpg,train2017,4,34425.0,scratch,1,1,1,0,0,0
1443,001443.jpg,train2017,6,107324.0,dent,1,1,1,0,0,0
1444,001444.jpg,train2017,1,199774.0,dent,1,0,0,0,0,0
1446,001446.jpg,train2017,3,164209.0,dent,1,1,0,0,1,0
1447,001447.jpg,train2017,1,1633.0,crack,0,0,1,0,0,0
1448,001448.jpg,train2017,6,170396.0,dent,1,1,1,0,1,0
1449,001449.jpg,train2017,4,75098.0,scratch,0,1,1,0,0,0
1450,001450.jpg,train2017,2,98975.0,dent,1,0,0,0,0,0
1451,001451.jpg,train2017,3,247682.0,lamp broken,1,0,0,0,1,0
1452,001452.jpg,train2017,7,16144.0,crack,0,0,1,0,0,0
1454,001454.jpg,train2017,1,236447.0,dent,1,0,0,0,0,0
1455,001455.jpg,train2017,2,75751.0,lamp broken,1,0,0,0,1,0
1457,001457.jpg,train2017,2,18771.0,scratch,0,1,1,0,0,0
1458,001458.jpg,train2017,4,41261.0,glass shatter,1,0,0,1,1,0
1460,001460.jpg,train2017,4,30632.0,scratch,0,1,0,0,0,0
1461,001461.jpg,train2017,2,118968.0,scratch,0,1,0,0,0,0
1462,001462.jpg,train2017,1,164438.0,scratch,0,1,0,0,0,0
1463,001463.jpg,train2017,1,7889.0,scratch,0,1,0,0,0,0
1464,001464.jpg,train2017,2,18699.0,scratch,0,1,0,0,0,0
1465,001465.jpg,train2017,1,622720.0,scratch,0,1,0,0,0,0
1466,001466.jpg,train2017,2,168945.0,dent,1,0,1,0,0,0
1467,001467.jpg,train2017,1,70752.0,dent,1,0,0,0,0,0
1468,001468.jpg,train2017,3,71360.0,scratch,1,1,0,0,0,0
1469,001469.jpg,train2017,1,68164.0,scratch,0,1,0,0,0,0
1470,001470.jpg,train2017,1,36234.0,scratch,0,1,0,0,0,0
1471,001471.jpg,train2017,1,332075.0,scratch,0,1,0,0,0,0
1472,001472.jpg,train2017,3,150048.0,scratch,1,1,0,0,0,0
1473,001473.jpg,train2017,3,247485.0,dent,1,1,0,0,0,0
1474,001474.jpg,train2017,1,21586.0,scratch,0,1,0,0,0,0
1475,001475.jpg,train2017,1,132612.0,scratch,0,1,0,0,0,0
1476,001476.jpg,train2017,2,23749.0,scratch,0,1,0,0,0,0
1477,001477.jpg,train2017,2,88721.0,scratch,0,1,0,0,0,0
1478,001478.jpg,train2017,2,26544.0,scratch,0,1,0,0,0,0
1479,001479.jpg,train2017,5,180680.0,dent,1,1,1,0,1,0
1480,001480.jpg,train2017,2,178127.0,scratch,1,1,0,0,0,0
1481,001481.jpg,train2017,2,46801.0,dent,1,0,1,0,0,0
1482,001482.jpg,train2017,4,286695.0,dent,1,1,0,0,0,0
1485,001485.jpg,train2017,5,111837.0,scratch,1,1,0,0,0,0
1486,001486.jpg,train2017,5,59866.0,dent,1,1,0,0,0,0
1487,001487.jpg,train2017,4,100887.0,dent,1,1,0,0,0,0
1490,001490.jpg,train2017,5,51845.0,scratch,1,1,1,0,1,0
1491,001491.jpg,train2017,5,94448.0,dent,1,1,1,0,1,0
1492,001492.jpg,train2017,5,53231.0,lamp broken,1,1,1,0,1,0
1495,001495.jpg,train2017,2,349476.0,dent,1,1,0,0,0,0
1496,001496.jpg,train2017,2,348059.0,dent,1,0,0,0,1,0
1497,001497.jpg,train2017,2,276533.0,dent,1,0,0,0,1,0
1498,001498.jpg,train2017,1,103821.0,dent,1,0,0,0,0,0
1499,001499.jpg,train2017,4,68449.0,dent,1,0,1,0,1,0
1500,001500.jpg,train2017,4,278680.0,lamp broken,0,1,0,0,1,0
1501,001501.jpg,train2017,5,161003.0,dent,1,1,0,0,0,0
1503,001503.jpg,train2017,4,89717.0,dent,1,1,0,0,0,0
1508,001508.jpg,train2017,1,101719.0,dent,1,0,0,0,0,0
1509,001509.jpg,train2017,1,64537.0,dent,1,0,0,0,0,0
1510,001510.jpg,train2017,2,118678.0,dent,1,0,0,0,0,0
1512,001512.jpg,train2017,2,169688.0,scratch,0,1,0,0,0,0
1513,001513.jpg,train2017,1,203399.0,dent,1,0,0,0,0,0
1514,001514.jpg,train2017,2,1676.0,crack,0,0,1,0,0,0
1515,001515.jpg,train2017,2,42420.0,scratch,0,1,1,0,0,0
1516,001516.jpg,train2017,1,107597.0,dent,1,0,0,0,0,0
1518,001518.jpg,train2017,2,149879.0,scratch,0,1,0,0,0,0
1519,001519.jpg,train2017,4,176873.0,scratch,0,1,0,0,0,0
1520,001520.jpg,train2017,3,153829.0,lamp broken,1,1,0,0,1,0
1521,001521.jpg,train2017,1,10141.0,dent,1,0,0,0,0,0
1522,001522.jpg,train2017,1,107765.0,dent,1,0,0,0,0,0
1523,001523.jpg,train2017,1,25172.0,dent,1,0,0,0,0,0
1526,001526.jpg,train2017,1,263942.0,dent,1,0,0,0,0,0
1527,001527.jpg,train2017,2,145928.0,dent,1,1,0,0,0,0
1528,001528.jpg,train2017,1,92949.0,dent,1,0,0,0,0,0
1529,001529.jpg,train2017,4,169420.0,lamp broken,1,1,0,0,1,0
1530,001530.jpg,train2017,3,103923.0,dent,1,1,0,0,0,0
1532,001532.jpg,train2017,1,153457.0,dent,1,0,0,0,0,0
1533,001533.jpg,train2017,3,113849.0,scratch,1,1,1,0,0,0
1534,001534.jpg,train2017,4,165476.0,scratch,1,1,1,0,0,0
1535,001535.jpg,train2017,1,40326.0,dent,1,0,0,0,0,0
1544,001544.jpg,train2017,1,115129.0,scratch,0,1,0,0,0,0
1545,001545.jpg,train2017,5,230819.0,dent,1,0,1,0,1,0
1546,001546.jpg,train2017,1,35342.0,dent,1,0,0,0,0,0
1547,001547.jpg,train2017,1,4375.0,scratch,0,1,0,0,0,0
1548,001548.jpg,train2017,2,69330.0,dent,1,0,0,0,0,0
1549,001549.jpg,train2017,1,30947.0,dent,1,0,0,0,0,0
1550,001550.jpg,train2017,1,23304.0,dent,1,0,0,0,0,0
1551,001551.jpg,train2017,1,21242.0,dent,1,0,0,0,0,0
1552,001552.jpg,train2017,1,238265.0,scratch,0,1,0,0,0,0
1553,001553.jpg,train2017,1,95422.0,scratch,0,1,0,0,0,0
1554,001554.jpg,train2017,1,34403.0,scratch,0,1,0,0,0,0
1555,001555.jpg,train2017,1,23458.0,scratch,0,1,0,0,0,0
1556,001556.jpg,train2017,1,78821.0,dent,1,0,0,0,0,0
1557,001557.jpg,train2017,2,47178.0,dent,1,0,0,0,1,0
1561,001561.jpg,train2017,4,101791.0,lamp broken,1,0,0,0,1,0
1564,001564.jpg,train2017,5,82294.0,dent,1,1,1,0,1,0
1565,001565.jpg,train2017,1,52857.0,scratch,0,1,0,0,0,0
1566,001566.jpg,train2017,4,30298.0,dent,1,0,1,0,1,0
1567,001567.jpg,train2017,4,109624.0,lamp broken,1,1,1,0,1,0
1568,001568.jpg,train2017,1,49640.0,dent,1,0,0,0,0,0
1569,001569.jpg,train2017,5,76958.0,dent,1,1,0,0,0,0
1570,001570.jpg,train2017,1,133262.0,dent,1,0,0,0,0,0
1571,001571.jpg,train2017,4,136527.0,scratch,0,1,1,0,0,0
1572,001572.jpg,train2017,2,180349.0,lamp broken,1,0,0,0,1,0
1573,001573.jpg,train2017,2,172679.0,dent,1,0,0,0,1,0
1574,001574.jpg,train2017,2,124674.0,dent,1,0,1,0,0,0
1575,001575.jpg,train2017,2,94418.0,dent,1,0,1,0,0,0
1576,001576.jpg,train2017,3,308298.0,lamp broken,0,1,0,0,1,0
1577,001577.jpg,train2017,1,34308.0,scratch,0,1,0,0,0,0
1578,001578.jpg,train2017,1,90038.0,scratch,0,1,0,0,0,0
1579,001579.jpg,train2017,1,83833.0,scratch,0,1,0,0,0,0
1580,001580.jpg,train2017,1,106694.0,scratch,0,1,0,0,0,0
1581,001581.jpg,train2017,2,102836.0,lamp broken,0,1,0,0,1,0
1584,001584.jpg,train2017,1,199156.0,dent,1,0,0,0,0,0
1585,001585.jpg,train2017,6,213842.0,lamp broken,1,1,1,0,1,0
1586,001586.jpg,train2017,3,199626.0,lamp broken,1,1,0,0,1,0
1590,001590.jpg,train2017,4,19570.0,lamp broken,1,1,1,0,1,0
1591,001591.jpg,train2017,4,28608.0,lamp broken,1,1,1,0,1,0
1592,001592.jpg,train2017,1,195080.0,dent,1,0,0,0,0,0
1593,001593.jpg,train2017,2,200682.0,dent,1,0,0,0,0,0
1597,001597.jpg,train2017,2,112762.0,scratch,1,1,0,0,0,0
1598,001598.jpg,train2017,3,60865.0,dent,1,1,0,0,0,0
1600,001600.jpg,train2017,3,173243.0,scratch,1,1,0,0,0,0
1601,001601.jpg,train2017,2,127307.0,scratch,1,1,0,0,0,0
1602,001602.jpg,train2017,2,36329.0,scratch,0,1,0,0,0,0
1603,001603.jpg,train2017,4,98322.0,scratch,0,1,0,0,0,0
1604,001604.jpg,train2017,2,69859.0,dent,1,1,0,0,0,0
1605,001605.jpg,train2017,1,213047.0,scratch,0,1,0,0,0,0
1606,001606.jpg,train2017,2,28374.0,scratch,0,1,0,0,0,0
1607,001607.jpg,train2017,2,10961.0,scratch,0,1,0,0,0,0
1608,001608.jpg,train2017,2,33602.0,scratch,0,1,0,0,0,0
1609,001609.jpg,train2017,2,211257.0,scratch,0,1,0,0,1,0
1611,001611.jpg,train2017,1,83270.0,scratch,0,1,0,0,0,0
1613,001613.jpg,train2017,1,72093.0,scratch,0,1,0,0,0,0
1615,001615.jpg,train2017,4,85680.0,scratch,1,1,1,0,0,0
1616,001616.jpg,train2017,3,142590.0,dent,1,0,0,0,0,0
1620,001620.jpg,train2017,1,25319.0,scratch,0,1,0,0,0,0
1621,001621.jpg,train2017,2,46332.0,dent,1,1,0,0,0,0
1622,001622.jpg,train2017,2,158504.0,dent,1,1,0,0,0,0
1623,001623.jpg,train2017,2,54813.0,scratch,0,1,0,0,0,0
1624,001624.jpg,train2017,1,68937.0,dent,1,0,0,0,0,0
1625,001625.jpg,train2017,3,215552.0,dent,1,1,0,0,0,0
1626,001626.jpg,train2017,2,141263.0,scratch,0,1,0,0,0,0
1628,001628.jpg,train2017,3,120624.0,dent,1,0,0,0,0,0
1629,001629.jpg,train2017,3,85474.0,dent,1,0,0,0,0,0
1630,001630.jpg,train2017,2,28375.0,dent,1,0,0,0,0,0
1631,001631.jpg,train2017,2,34659.0,dent,1,0,0,0,0,0
1632,001632.jpg,train2017,7,191397.0,scratch,1,1,0,0,0,0
1636,001636.jpg,train2017,2,204367.0,dent,1,1,0,0,0,0
1638,001638.jpg,train2017,1,98639.0,dent,1,0,0,0,0,0
1639,001639.jpg,train2017,1,397630.0,dent,1,0,0,0,0,0
1640,001640.jpg,train2017,2,166789.0,dent,1,0,0,0,0,0
1644,001644.jpg,train2017,4,63505.0,scratch,0,1,1,0,0,0
1645,001645.jpg,train2017,1,14406.0,crack,0,0,1,0,0,0
1646,001646.jpg,train2017,1,42643.0,crack,0,0,1,0,0,0
1647,001647.jpg,train2017,1,69292.0,scratch,0,1,0,0,0,0
1648,001648.jpg,train2017,3,162856.0,scratch,1,1,1,0,0,0
1650,001650.jpg,train2017,5,97711.0,scratch,1,1,1,0,0,0
1651,001651.jpg,train2017,1,58416.0,scratch,0,1,0,0,0,0
1653,001653.jpg,train2017,2,156711.0,scratch,0,1,0,0,1,0
1654,001654.jpg,train2017,2,148285.0,lamp broken,0,1,0,0,1,0
1655,001655.jpg,train2017,3,10365.0,scratch,0,1,1,0,0,0
1656,001656.jpg,train2017,1,398435.0,glass shatter,0,0,0,1,0,0
1657,001657.jpg,train2017,4,111985.0,dent,1,0,0,0,1,0
1658,001658.jpg,train2017,1,392284.0,glass shatter,0,0,0,1,0,0
1659,001659.jpg,train2017,2,117804.0,dent,1,0,0,0,0,0
1662,001662.jpg,train2017,1,53940.0,dent,1,0,0,0,0,0
1663,001663.jpg,train2017,1,43717.0,scratch,0,1,0,0,0,0
1664,001664.jpg,train2017,1,42249.0,scratch,0,1,0,0,0,0
1666,001666.jpg,train2017,3,24345.0,dent,1,1,0,0,0,0
1667,001667.jpg,train2017,4,42279.0,dent,1,1,0,0,0,0
1668,001668.jpg,train2017,3,208453.0,lamp broken,1,1,0,0,1,0
1669,001669.jpg,train2017,1,185668.0,lamp broken,0,0,0,0,1,0
1675,001675.jpg,train2017,2,257543.0,lamp broken,0,1,0,0,1,0
1676,001676.jpg,train2017,4,377242.0,lamp broken,1,1,1,0,1,0
1677,001677.jpg,train2017,1,151153.0,lamp broken,0,0,0,0,1,0
1678,001678.jpg,train2017,1,187171.0,lamp broken,0,0,0,0,1,0
1679,001679.jpg,train2017,1,384221.0,lamp broken,0,0,0,0,1,0
1680,001680.jpg,train2017,3,206038.0,lamp broken,0,1,0,0,1,0
1681,001681.jpg,train2017,1,172338.0,lamp broken,0,0,0,0,1,0
1683,001683.jpg,train2017,1,257716.0,lamp broken,0,0,0,0,1,0
1685,001685.jpg,train2017,1,89600.0,lamp broken,0,0,0,0,1,0
1687,001687.jpg,train2017,1,281763.0,glass shatter,0,0,0,1,0,0
1688,001688.jpg,train2017,2,441282.0,glass shatter,1,0,0,1,0,0
1690,001690.jpg,train2017,2,484340.0,glass shatter,1,0,0,1,0,0
1691,001691.jpg,train2017,1,375307.0,glass shatter,0,0,0,1,0,0
1692,001692.jpg,train2017,2,375765.0,glass shatter,1,0,0,1,0,0
1693,001693.jpg,train2017,1,586826.0,glass shatter,0,0,0,1,0,0
1694,001694.jpg,train2017,1,89781.0,scratch,0,1,0,0,0,0
1695,001695.jpg,train2017,2,47635.0,scratch,0,1,0,0,0,0
1696,001696.jpg,train2017,1,27446.0,scratch,0,1,0,0,0,0
1697,001697.jpg,train2017,1,8410.0,scratch,0,1,0,0,0,0
1698,001698.jpg,train2017,5,95906.0,scratch,0,1,1,0,0,0
1699,001699.jpg,train2017,2,87014.0,scratch,0,1,0,0,0,0
1700,001700.jpg,train2017,2,78929.0,scratch,0,1,1,0,0,0
1703,001703.jpg,train2017,3,106803.0,dent,1,1,0,0,0,0
1705,001705.jpg,train2017,2,172067.0,lamp broken,0,1,0,0,1,0
1706,001706.jpg,train2017,2,291030.0,tire flat,0,1,0,0,0,1
1707,001707.jpg,train2017,3,24209.0,scratch,1,1,1,0,0,0
1708,001708.jpg,train2017,1,36243.0,scratch,0,1,0,0,0,0
1710,001710.jpg,train2017,4,80464.0,dent,1,1,0,0,0,0
1712,001712.jpg,train2017,1,539.0,crack,0,0,1,0,0,0
1713,001713.jpg,train2017,2,174324.0,scratch,1,1,0,0,0,0
1715,001715.jpg,train2017,2,70740.0,dent,1,1,0,0,0,0
1717,001717.jpg,train2017,2,170951.0,dent,1,1,0,0,0,0
1718,001718.jpg,train2017,1,41319.0,dent,1,0,0,0,0,0
1719,001719.jpg,train2017,2,19750.0,scratch,0,1,0,0,0,0
1723,001723.jpg,train2017,1,63329.0,lamp broken,0,0,0,0,1,0
1724,001724.jpg,train2017,4,266005.0,lamp broken,1,1,0,0,1,0
1725,001725.jpg,train2017,4,338540.0,lamp broken,0,1,0,0,1,0
1726,001726.jpg,train2017,1,252346.0,lamp broken,0,0,0,0,1,0
1730,001730.jpg,train2017,5,51996.0,scratch,0,1,1,0,0,0
1731,001731.jpg,train2017,11,75037.0,lamp broken,1,1,1,0,1,0
1732,001732.jpg,train2017,3,188516.0,dent,1,1,1,0,0,0
1733,001733.jpg,train2017,2,80575.0,dent,1,1,0,0,0,0
1734,001734.jpg,train2017,4,49753.0,dent,1,1,1,0,0,0
1735,001735.jpg,train2017,5,32817.0,lamp broken,1,1,1,0,1,0
1736,001736.jpg,train2017,4,82151.0,scratch,1,1,0,0,0,0
1737,001737.jpg,train2017,2,106704.0,scratch,0,1,0,0,0,0
1738,001738.jpg,train2017,2,135208.0,scratch,1,1,0,0,0,0
1739,001739.jpg,train2017,4,101314.0,scratch,1,1,0,0,0,0
1740,001740.jpg,train2017,3,59112.0,scratch,0,1,1,0,0,0
1741,001741.jpg,train2017,2,46263.0,dent,1,0,0,0,0,0
1742,001742.jpg,train2017,1,47134.0,scratch,0,1,0,0,0,0
1743,001743.jpg,train2017,3,222863.0,scratch,1,1,0,0,0,0
1744,001744.jpg,train2017,4,121327.0,scratch,0,1,1,0,0,0
1745,001745.jpg,train2017,3,200619.0,scratch,0,1,0,0,0,0
1749,001749.jpg,train2017,4,22953.0,scratch,0,1,1,0,0,0
1750,001750.jpg,train2017,2,9231.0,scratch,0,1,0,0,0,0
1752,001752.jpg,train2017,2,23937.0,scratch,0,1,0,0,0,0
1753,001753.jpg,train2017,4,158150.0,tire flat,1,1,0,0,0,1
1754,001754.jpg,train2017,4,98806.0,tire flat,1,1,0,0,0,1
1755,001755.jpg,train2017,3,142874.0,tire flat,1,1,0,0,0,1
1756,001756.jpg,train2017,4,401799.0,dent,1,1,0,0,1,0
1757,001757.jpg,train2017,3,187708.0,lamp broken,0,1,0,0,1,0
1758,001758.jpg,train2017,2,331826.0,dent,1,1,0,0,0,0
1760,001760.jpg,train2017,3,111617.0,lamp broken,0,1,0,0,1,0
1761,001761.jpg,train2017,1,72625.0,dent,1,0,0,0,0,0
1762,001762.jpg,train2017,1,88334.0,dent,1,0,0,0,0,0
1763,001763.jpg,train2017,2,5236.0,crack,0,0,1,0,0,0
1764,001764.jpg,train2017,1,47079.0,scratch,0,1,0,0,0,0
1765,001765.jpg,train2017,1,138536.0,scratch,0,1,0,0,0,0
1766,001766.jpg,train2017,1,84382.0,scratch,0,1,0,0,0,0
1767,001767.jpg,train2017,1,347372.0,scratch,0,1,0,0,0,0
1769,001769.jpg,train2017,2,346866.0,lamp broken,0,1,0,0,1,0
1773,001773.jpg,train2017,3,90557.0,lamp broken,1,0,0,0,1,0
1774,001774.jpg,train2017,2,57054.0,dent,1,1,0,0,0,0
1775,001775.jpg,train2017,6,149464.0,scratch,1,1,0,0,0,0
1776,001776.jpg,train2017,6,201751.0,scratch,1,1,0,0,0,0
1777,001777.jpg,train2017,8,194023.0,scratch,1,1,0,0,0,0
1778,001778.jpg,train2017,3,168130.0,scratch,0,1,0,0,0,0
1779,001779.jpg,train2017,2,105012.0,dent,1,1,0,0,0,0
1780,001780.jpg,train2017,6,170898.0,scratch,1,1,0,0,0,0
1781,001781.jpg,train2017,3,276861.0,scratch,0,1,0,0,0,0
1782,001782.jpg,train2017,6,85520.0,scratch,0,1,0,0,0,0
1783,001783.jpg,train2017,1,129840.0,scratch,0,1,0,0,0,0
1784,001784.jpg,train2017,1,99808.0,scratch,0,1,0,0,0,0
1785,001785.jpg,train2017,1,66498.0,scratch,0,1,0,0,0,0
1786,001786.jpg,train2017,3,135943.0,dent,1,1,0,0,0,0
1787,001787.jpg,train2017,5,266144.0,scratch,1,1,0,0,0,0
1788,001788.jpg,train2017,5,127712.0,dent,1,1,0,0,0,0
1789,001789.jpg,train2017,1,97032.0,scratch,0,1,0,0,0,0
1790,001790.jpg,train2017,2,9697.0,scratch,0,1,0,0,0,0
1791,001791.jpg,train2017,4,86861.0,scratch,0,1,0,0,0,0
1792,001792.jpg,train2017,2,18560.0,scratch,1,1,0,0,0,0
1793,001793.jpg,train2017,1,106624.0,dent,1,0,0,0,0,0
1795,001795.jpg,train2017,2,69750.0,scratch,0,1,0,0,0,0
1796,001796.jpg,train2017,3,71971.0,lamp broken,0,0,1,0,1,0
1797,001797.jpg,train2017,5,266733.0,dent,1,1,0,0,0,0
1798,001798.jpg,train2017,6,222419.0,dent,1,1,0,0,0,0
1801,001801.jpg,train2017,11,251925.0,dent,1,1,0,0,0,0
1803,001803.jpg,train2017,6,224309.0,lamp broken,1,0,1,0,1,0
1804,001804.jpg,train2017,6,281165.0,lamp broken,1,1,0,0,1,0
1805,001805.jpg,train2017,1,183244.0,dent,1,0,0,0,0,0
1806,001806.jpg,train2017,7,190384.0,dent,1,1,1,0,0,0
1807,001807.jpg,train2017,1,153237.0,dent,1,0,0,0,0,0
1808,001808.jpg,train2017,4,142711.0,dent,1,1,1,0,1,0
1813,001813.jpg,train2017,4,224002.0,scratch,1,1,0,0,0,0
1814,001814.jpg,train2017,4,150810.0,scratch,0,1,0,0,0,0
1816,001816.jpg,train2017,3,28468.0,scratch,0,1,0,0,0,0
1817,001817.jpg,train2017,1,5827.0,scratch,0,1,0,0,0,0
1818,001818.jpg,train2017,2,113828.0,dent,1,0,1,0,0,0
1819,001819.jpg,train2017,4,449481.0,dent,1,1,0,0,0,0
1821,001821.jpg,train2017,3,539247.0,dent,1,0,1,0,0,0
1824,001824.jpg,train2017,3,27473.0,scratch,1,1,0,0,0,0
1826,001826.jpg,train2017,1,118322.0,scratch,0,1,0,0,0,0
1827,001827.jpg,train2017,2,99969.0,dent,1,0,0,0,0,0
1828,001828.jpg,train2017,2,250117.0,dent,1,1,0,0,0,0
1829,001829.jpg,train2017,5,269521.0,scratch,1,1,0,0,0,0
1830,001830.jpg,train2017,1,173688.0,dent,1,0,0,0,0,0
1831,001831.jpg,train2017,1,41247.0,dent,1,0,0,0,0,0
1833,001833.jpg,train2017,1,119034.0,dent,1,0,0,0,0,0
1834,001834.jpg,train2017,1,98578.0,dent,1,0,0,0,0,0
1835,001835.jpg,train2017,1,26246.0,dent,1,0,0,0,0,0
1836,001836.jpg,train2017,1,75896.0,dent,1,0,0,0,0,0
1839,001839.jpg,train2017,2,129237.0,dent,1,0,0,0,0,0
1840,001840.jpg,train2017,2,52861.0,dent,1,0,0,0,0,0
1841,001841.jpg,train2017,4,129864.0,dent,1,0,0,0,0,0
1842,001842.jpg,train2017,2,81488.0,dent,1,0,0,0,0,0
1851,001851.jpg,train2017,1,50734.0,dent,1,0,0,0,0,0
1854,001854.jpg,train2017,1,47963.0,dent,1,0,0,0,0,0
1857,001857.jpg,train2017,4,23979.0,scratch,0,1,0,0,0,0
1858,001858.jpg,train2017,4,39682.0,scratch,0,1,0,0,0,0
1859,001859.jpg,train2017,1,95867.0,scratch,0,1,0,0,0,0
1860,001860.jpg,train2017,1,145952.0,dent,1,0,0,0,0,0
1861,001861.jpg,train2017,2,1013.0,crack,0,0,1,0,0,0
1862,001862.jpg,train2017,2,143143.0,scratch,1,1,0,0,0,0
1863,001863.jpg,train2017,2,81088.0,dent,1,1,0,0,0,0
1864,001864.jpg,train2017,9,93141.0,lamp broken,1,1,1,0,1,0
1865,001865.jpg,train2017,4,143583.0,scratch,1,1,0,0,0,0
1866,001866.jpg,train2017,4,53697.0,scratch,1,1,1,0,0,0
1867,001867.jpg,train2017,1,215159.0,scratch,0,1,0,0,0,0
1868,001868.jpg,train2017,3,81158.0,dent,1,1,0,0,0,0
1869,001869.jpg,train2017,4,62371.0,dent,1,1,0,0,0,0
1870,001870.jpg,train2017,4,63077.0,dent,1,1,0,0,0,0
1871,001871.jpg,train2017,3,67750.0,dent,1,1,0,0,0,0
1872,001872.jpg,train2017,3,197666.0,dent,1,1,1,0,0,0
1873,001873.jpg,train2017,3,324132.0,dent,1,1,0,0,0,0
1875,001875.jpg,train2017,5,281895.0,dent,1,1,1,0,0,0
1876,001876.jpg,train2017,6,191588.0,dent,1,1,1,0,1,0
1877,001877.jpg,train2017,5,413174.0,dent,1,1,1,0,1,0
1878,001878.jpg,train2017,3,418622.0,dent,1,1,0,0,0,0
1881,001881.jpg,train2017,1,149328.0,dent,1,0,0,0,0,0
1882,001882.jpg,train2017,1,283327.0,dent,1,0,0,0,0,0
1883,001883.jpg,train2017,3,109437.0,scratch,0,1,0,0,0,0
1884,001884.jpg,train2017,1,127797.0,dent,1,0,0,0,0,0
1886,001886.jpg,train2017,5,77481.0,scratch,1,1,1,0,1,0
1887,001887.jpg,train2017,3,342051.0,scratch,0,1,0,0,0,0
1889,001889.jpg,train2017,3,115392.0,lamp broken,0,1,0,0,1,0
1891,001891.jpg,train2017,4,141522.0,lamp broken,1,1,1,0,1,0
1892,001892.jpg,train2017,4,115763.0,lamp broken,1,1,0,0,1,0
1893,001893.jpg,train2017,5,115190.0,lamp broken,1,1,1,0,1,0
1894,001894.jpg,train2017,6,166312.0,scratch,1,1,1,0,1,0
1895,001895.jpg,train2017,7,233323.0,scratch,1,1,1,0,1,0
1896,001896.jpg,train2017,4,119183.0,dent,1,1,0,0,1,0
1897,001897.jpg,train2017,5,66660.0,scratch,1,1,1,0,0,0
1898,001898.jpg,train2017,5,69075.0,lamp broken,1,0,1,0,1,0
1901,001901.jpg,train2017,1,2023.0,crack,0,0,1,0,0,0
1902,001902.jpg,train2017,6,284959.0,dent,1,1,0,0,0,0
1903,001903.jpg,train2017,2,271828.0,glass shatter,1,0,0,1,0,0
1904,001904.jpg,train2017,1,404528.0,glass shatter,0,0,0,1,0,0
1905,001905.jpg,train2017,3,117398.0,scratch,0,1,0,0,0,0
1906,001906.jpg,train2017,2,112806.0,scratch,0,1,0,0,0,0
1907,001907.jpg,train2017,1,4174.0,scratch,0,1,0,0,0,0
1908,001908.jpg,train2017,2,135107.0,scratch,0,1,0,0,0,0
1913,001913.jpg,train2017,3,145891.0,dent,1,0,0,0,1,0
1914,001914.jpg,train2017,5,136297.0,lamp broken,1,1,0,0,1,0
1915,001915.jpg,train2017,4,240120.0,lamp broken,1,0,0,0,1,0
1916,001916.jpg,train2017,3,71898.0,lamp broken,1,0,0,0,1,0
1918,001918.jpg,train2017,1,70730.0,dent,1,0,0,0,0,0
1919,001919.jpg,train2017,1,10734.0,crack,0,0,1,0,0,0
1920,001920.jpg,train2017,2,42574.0,scratch,0,1,0,0,0,0
1921,001921.jpg,train2017,2,13572.0,scratch,0,1,0,0,0,0
1922,001922.jpg,train2017,2,169159.0,dent,1,1,0,0,0,0
1923,001923.jpg,train2017,2,60499.0,dent,1,1,0,0,0,0
1924,001924.jpg,train2017,1,38994.0,scratch,0,1,0,0,0,0
1925,001925.jpg,train2017,1,69099.0,scratch,0,1,0,0,0,0
1928,001928.jpg,train2017,1,95791.0,dent,1,0,0,0,0,0
1929,001929.jpg,train2017,3,130354.0,dent,1,0,0,0,0,0
1930,001930.jpg,train2017,2,194378.0,dent,1,0,0,0,0,0
1931,001931.jpg,train2017,4,191066.0,dent,1,0,1,0,0,0
1932,001932.jpg,train2017,1,12844.0,scratch,0,1,0,0,0,0
1935,001935.jpg,train2017,1,25735.0,dent,1,0,0,0,0,0
1936,001936.jpg,train2017,3,81604.0,dent,1,1,0,0,0,0
1938,001938.jpg,train2017,2,83364.0,dent,1,1,0,0,0,0
1941,001941.jpg,train2017,2,209139.0,dent,1,0,0,0,0,0
1942,001942.jpg,train2017,3,303250.0,dent,1,1,0,0,0,0
1943,001943.jpg,train2017,1,339357.0,dent,1,0,0,0,0,0
1948,001948.jpg,train2017,7,138108.0,lamp broken,1,1,1,0,1,0
1949,001949.jpg,train2017,4,7256.0,crack,0,0,1,0,0,0
1950,001950.jpg,train2017,3,3641.0,crack,0,0,1,0,0,0
1951,001951.jpg,train2017,5,256755.0,dent,1,0,1,0,1,0
1952,001952.jpg,train2017,2,50649.0,dent,1,1,0,0,0,0
1953,001953.jpg,train2017,2,155786.0,dent,1,1,0,0,0,0
1954,001954.jpg,train2017,3,239435.0,dent,1,1,0,0,1,0
